Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
MACROH2A2		10q22.1	AMP	2	571	0.4%	No
SMIM33		5q31.2	AMP	1	571	0.2%	No
MAMSTR		19q13.33	AMP	5	571	0.9%	No
LIPJ		10q23.31	HOMDEL	8	571	1.4%	No
SMARCA2-AS1		9p24.3	AMP	9	571	1.6%	No
MPC1		6q27	AMP	3	571	0.5%	No
HSPB8		12q24.23	AMP	4	571	0.7%	No
RAVER1		19p13.2	AMP	42	571	7.4%	No
UTRN		6q24.2	AMP	6	571	1.1%	No
RAD51B		14q24.1	AMP	5	571	0.9%	Yes
LINC00174		7q11.21	AMP	9	571	1.6%	No
RPS7P5		1q43	AMP	32	571	5.6%	No
CKM		19q13.32	AMP	10	571	1.8%	No
HOXA10-AS		7p15.2	AMP	11	571	1.9%	No
SELENOF		1p22.3	AMP	10	571	1.8%	No
RPS7P3		1q42.2	AMP	25	571	4.4%	No
RD3		1q32.3	AMP	10	571	1.8%	No
KCNA6		12p13.32	AMP	41	571	7.2%	No
ARIH2P1		18q12.1	AMP	16	571	2.8%	No
CEROX1		16p13.3	AMP	9	571	1.6%	No
RPL23AP77		18q11.2	AMP	23	571	4.0%	No
TAGLN2P1		8q23.1	AMP	70	571	12.3%	No
RNA5SP62		1q23.3	AMP	19	571	3.3%	No
RNU6-187P		2q31.1	AMP	21	571	3.7%	No
HSPB6		19q13.12	AMP	51	571	8.9%	No
RUNX2-AS1		6p21.1	AMP	22	571	3.9%	No
DNM1P38		15q25.2	AMP	4	571	0.7%	No
SMIM35		11q23.3	AMP	6	571	1.1%	No
ZNF679		7q11.21	AMP	11	571	1.9%	No
PRPS1P1		2q24.3	AMP	14	571	2.5%	No
RNU6-851P		2p22.1	AMP	11	571	1.9%	No
CBLIF		11q12.1	AMP	1	571	0.2%	No
HEG1		3q21.2	AMP	22	571	3.9%	No
USP21P1		2q36.1	AMP	8	571	1.4%	No
KCNA7		19q13.33	AMP	5	571	0.9%	No
RNU2-37P		3q21.3	AMP	19	571	3.3%	No
RSL1D1		16p13.13	AMP	6	571	1.1%	No
PRPS1P2		9q33.3	AMP	4	571	0.7%	No
RPL23AP78		19p13.2	AMP	20	571	3.5%	No
SLC28A2-AS1		15q21.1	AMP	1	571	0.2%	No
IGHV3-49		14q32.33	AMP	20	571	3.5%	No
EFS		14q11.2	AMP	9	571	1.6%	No
POGK		1q24.1	AMP	16	571	2.8%	No
RNA5SP61		1q23.3	AMP	19	571	3.3%	No
NMI		2q23.3	AMP	11	571	1.9%	No
SCN3A		2q24.3	AMP	14	571	2.5%	No
DNMT3L-AS1		21q22.3	AMP	7	571	1.2%	No
RPS7P1		17q11.2	AMP	5	571	0.9%	No
GPSM1		9q34.3	AMP	5	571	0.9%	No
ZNF678		1q42.13	AMP	22	571	3.9%	No
LIPF		10q23.31	HOMDEL	8	571	1.4%	No
RAD51D		17q12	AMP	1	571	0.2%	Yes
HMGB3P8		10q25.3	AMP	3	571	0.5%	No
COX6A1		12q24.31	AMP	6	571	1.1%	No
DNM1P33		15q24.1	AMP	3	571	0.5%	No
CBARP-DT		19p13.3	AMP	1	571	0.2%	No
IGHV3-48		14q32.33	AMP	20	571	3.5%	No
KDM1B		6p22.3	AMP	34	571	6.0%	No
RN7SL678P		21q22.13	AMP	6	571	1.1%	No
LINC01732		1q25.3	AMP	16	571	2.8%	No
GSTM1		1p13.3	AMP	10	571	1.8%	No
COX6A2		16p11.2	AMP	2	571	0.4%	No
RPS7P2		1q21.3	AMP	23	571	4.0%	No
TBXAS1		7q34	AMP	26	571	4.6%	No
GPSM2		1p13.3	AMP	10	571	1.8%	No
ZNF677		19q13.42	AMP	10	571	1.8%	No
HMGB3P9		1p22.1	AMP	13	571	2.3%	No
BCAR1P2		15q11.2	HOMDEL	2	571	0.4%	No
IGHV3-47		14q32.33	AMP	20	571	3.5%	No
RAF1P1		4p16.1	AMP	7	571	1.2%	No
USP21P2		2p12	AMP	18	571	3.2%	No
KDM1A		1p36.12	AMP	4	571	0.7%	No
RPL23AP76		17p12	AMP	1	571	0.2%	No
NR5A1		9q33.3	AMP	3	571	0.5%	No
GPR15LG		10q23.1	AMP	4	571	0.7%	No
SMIM36		17q22	AMP	3	571	0.5%	No
PKNOX2-AS1		11q24.2	AMP	6	571	1.1%	No
DNM1P32		15q13.3	AMP	3	571	0.5%	No
CCAR1		10q21.3	AMP	2	571	0.4%	No
RN7SL722P		9p11.2	AMP	31	571	5.4%	No
SMIM39		2q21.1	AMP	6	571	1.1%	No
SYNC		1p35.1	AMP	13	571	2.3%	No
CYSTM1		5q31.3	AMP	1	571	0.2%	No
DNM1P35		15q24.2	AMP	4	571	0.7%	No
CRIP1P4		22q11.23	AMP	2	571	0.4%	No
ZNF676		19p12	AMP	46	571	8.1%	No
RPL23AP73		17p13.1	AMP	3	571	0.5%	No
RNU2-52P		20q12	AMP	31	571	5.4%	No
RNU6-497P		20q13.12	AMP	52	571	9.1%	No
GSTM3		1p13.3	AMP	10	571	1.8%	No
GPSM3		6p21.32	AMP	15	571	2.6%	No
RAD51C		17q22	AMP	5	571	0.9%	Yes
RNU4ATAC3P		13q31.3	AMP	7	571	1.2%	No
SCN3B		11q24.1	AMP	6	571	1.1%	No
ATXN7L3-AS1		17q21.31	AMP	1	571	0.2%	No
RPL23AP74		17q23.2	AMP	4	571	0.7%	No
CCAR2		8p21.3	AMP	1	571	0.2%	No
DNM1P34		15q24.2	AMP	4	571	0.7%	No
RNU6-231P		15q25.3	AMP	7	571	1.2%	No
SMIM38		11q13.3	AMP	13	571	2.3%	No
ZNF675		19p12	AMP	39	571	6.8%	No
SLC44A3-AS1		1p21.3	AMP	8	571	1.4%	No
EHMT2-AS1		6p21.33	AMP	16	571	2.8%	No
LINC01730		20p13	AMP	29	571	5.1%	No
UBFD1		16p12.2	AMP	3	571	0.5%	No
ZNF829		19q13.12	AMP	50	571	8.8%	No
GSTM2		1p13.3	AMP	10	571	1.8%	No
LINC01077		13q14.2	HOMDEL	7	571	1.2%	No
SEC14L1P1		11p11.2	AMP	4	571	0.7%	No
LINC02477		4q32.1	HOMDEL	1	571	0.2%	No
TRAJ55		14q11.2	AMP	12	571	2.1%	No
APP		21q21.3	AMP	10	571	1.8%	No
KLRA1P		12p13.2	AMP	47	571	8.2%	No
DNM1P30		15q13.2	AMP	1	571	0.2%	No
SKAP2		7p15.2	AMP	11	571	1.9%	No
ARHGEF17		11q13.4	AMP	19	571	3.3%	No
ZNF681		19p12	AMP	40	571	7.0%	No
NFAT5		16q22.1	AMP	1	571	0.2%	No
SMTNL2		17p13.2	AMP	3	571	0.5%	No
ZNF835		19q13.43	AMP	11	571	1.9%	No
CHCHD3P1		10p14	AMP	21	571	3.7%	No
PTAFR		1p35.3	AMP	3	571	0.5%	No
GIMAP2		7q36.1	AMP	25	571	4.4%	No
ARL6IP1P1		14q11.2	AMP	25	571	4.4%	No
LINC02993		2q22.3	AMP	8	571	1.4%	No
SARNP		12q13.2	AMP	8	571	1.4%	No
IGHV3-50		14q32.33	AMP	20	571	3.5%	No
PI3		20q13.12	AMP	44	571	7.7%	No
TPRN		9q34.3	AMP	6	571	1.1%	No
TRAJ56		14q11.2	AMP	12	571	2.1%	No
TRADD		16q22.1	AMP	1	571	0.2%	No
SLC23A1		5q31.2	HOMDEL	1	571	0.2%	No
ARHGEF16		1p36.32	AMP	12	571	2.1%	No
ZNF680		7q11.21	AMP	11	571	1.9%	No
CCDC146		7q11.23	AMP	12	571	2.1%	No
TNFRSF10A-AS1		8p21.3	HOMDEL	1	571	0.2%	No
ARL6IP1P2		10p11.21	AMP	21	571	3.7%	No
QDPR		4p15.32	AMP	3	571	0.5%	No
DARS2		1q25.1	AMP	14	571	2.5%	No
GPR25		1q32.1	AMP	18	571	3.2%	No
CEMIP		15q25.1	AMP	4	571	0.7%	No
OR10Q1		11q12.1	AMP	1	571	0.2%	No
CHCHD3P2		12q21.1	AMP	17	571	3.0%	No
GIMAP1		7q36.1	AMP	25	571	4.4%	No
DIAPH3		13q21.2	AMP	5	571	0.9%	No
ARHGEF19		1p36.13	AMP	6	571	1.1%	No
LINC00331		13q31.1	AMP	6	571	1.1%	No
CCDC149		4p15.2	AMP	3	571	0.5%	No
ASNS		7q21.3	AMP	11	571	1.9%	No
TRMT61A-DT		14q32.33	AMP	9	571	1.6%	No
CHMP2A		19q13.43	AMP	9	571	1.6%	No
TRAJ57		14q11.2	AMP	12	571	2.1%	No
SMTNL1		11q12.1	AMP	1	571	0.2%	No
RGSL1		1q25.3	AMP	16	571	2.8%	No
RPTOR		17q25.3	AMP	12	571	2.1%	Yes
LINC02991		2q37.3	AMP	11	571	1.9%	No
NR5A2		1q32.1	AMP	16	571	2.8%	No
DARS1		2q21.3	AMP	6	571	1.1%	No
RNU6-216P		11q13.4	AMP	20	571	3.5%	No
ARL6IP1P3		11q14.1	AMP	24	571	4.2%	No
DNM1P31		15q13.3	AMP	3	571	0.5%	No
C1ORF174		1p36.32	AMP	11	571	1.9%	No
RCBTB2P1		10q23.31	AMP	1	571	0.2%	No
CCDC148		2q24.1	AMP	16	571	2.8%	No
LINC00330		13q14.12	AMP	5	571	0.9%	No
ARHGEF18		19p13.2	AMP	15	571	2.6%	No
CHMP2B		3p11.2	AMP	16	571	2.8%	No
GPR26		10q26.13	AMP	8	571	1.4%	No
LRRTM2		5q31.2	HOMDEL	1	571	0.2%	No
BPTFP1		17q24.1	AMP	4	571	0.7%	No
BCAR1P1		15q11.1	HOMDEL	1	571	0.2%	No
TRAJ58		14q11.2	AMP	13	571	2.3%	No
LINC02479		4q28.3	HOMDEL	1	571	0.2%	No
IL1R1-AS1		2q12.1	AMP	11	571	1.9%	No
B3GAT1-DT		11q25	HOMDEL	1	571	0.2%	No
OR5BL1P		11q12.1	AMP	1	571	0.2%	No
GPR27		3p13	AMP	7	571	1.2%	No
SNORD114-9		14q32.31	AMP	7	571	1.2%	No
RN7SL23P		11q12.2	AMP	1	571	0.2%	No
SH3RF1		4q32.3-q33	AMP	4	571	0.7%	No
RNU6-836P		4p14	AMP	2	571	0.4%	No
KCNB1		20q13.13	AMP	48	571	8.4%	No
NANOGP6		10q24.2	AMP	1	571	0.2%	No
NAV3		12q21.2	AMP	7	571	1.2%	No
AAGAB		15q23	HOMDEL	1	571	0.2%	No
OR6R1P		1q44	AMP	27	571	4.7%	No
MRPS10P2		3p26.1	AMP	4	571	0.7%	No
CHKB		22q13.33	HOMDEL	1	571	0.2%	No
THAP12P9		4p12	AMP	4	571	0.7%	No
LINC00332		13q14.11	AMP	3	571	0.5%	No
TRAJ59		14q11.2	AMP	13	571	2.3%	No
KLHL25P1		3p24.1	AMP	4	571	0.7%	No
ZNF133-AS1		20p11.23	AMP	22	571	3.9%	No
LINC02995		5q35.2	AMP	5	571	0.9%	No
ZNF831		20q13.32	AMP	53	571	9.3%	No
SNORD62A		9q34.13	AMP	1	571	0.2%	No
TRMT9B		8p22	HOMDEL	1	571	0.2%	No
VN1R88P		19p12	AMP	42	571	7.4%	No
NANOGP5		9q31.1	AMP	1	571	0.2%	No
MRPS10P1		1q24.2	AMP	12	571	2.1%	No
GALR1		18q23	AMP	4	571	0.7%	No
LINC02994		4q21.23	AMP	1	571	0.2%	No
RNU6-1024P		3p25.1	AMP	5	571	0.9%	No
THAP12P8		1q43	AMP	31	571	5.4%	No
RNU7-181P		8q24.21	AMP	128	571	22.4%	No
NANOGP7		14q32.12	AMP	3	571	0.5%	No
NAV1		1q32.1	AMP	17	571	3.0%	No
ZNF830		17q12	AMP	1	571	0.2%	No
RPL21P59		5q34	HOMDEL	1	571	0.2%	No
LINC00334		21q22.3	AMP	5	571	0.9%	No
GALR2		17q25.1	AMP	5	571	0.9%	No
SH3RF2		5q32	AMP	1	571	0.2%	No
COX5BP1		4q21.22	AMP	4	571	0.7%	No
EXOG		3p22.2	AMP	5	571	0.9%	No
NMS		2q11.2	AMP	12	571	2.1%	No
UBE2E1-AS1		3p24.3	AMP	4	571	0.7%	No
RNU6-526P		8p23.1	AMP	2	571	0.4%	No
DIAPH1		5q31.3	AMP	1	571	0.2%	No
SNORD62B		9q34.13	AMP	1	571	0.2%	No
AFMID		17q25.3	AMP	9	571	1.6%	No
SH3RF3		2q13	AMP	4	571	0.7%	No
LINC00333		13q31.1	AMP	8	571	1.4%	No
SELENOW		19q13.33	AMP	5	571	0.9%	No
SPATA13-AS1		13q12.12	AMP	5	571	0.9%	No
LINC02025		3p12.1	AMP	14	571	2.5%	No
DNAJC25		9q31.3	AMP	1	571	0.2%	No
GABRR2		6q15	AMP	12	571	2.1%	No
NANOGP2		2q36.1	AMP	7	571	1.2%	No
NKX3-1		8p21.2	AMP	1	571	0.2%	Yes
THAP12P6		13q12.13	AMP	3	571	0.5%	No
SNORD114-6		14q32.31	AMP	7	571	1.2%	No
COX5BP3		7q33	AMP	22	571	3.9%	No
SELENOV		19q13.2	AMP	56	571	9.8%	No
LINC01587		4p16.2	AMP	8	571	1.4%	No
TTI1		20q11.23	AMP	36	571	6.3%	No
HNRNPH1		5q35.3	AMP	5	571	0.9%	No
THAP12P7		8q21.13	AMP	33	571	5.8%	No
NANOGP1		12p13.31	AMP	48	571	8.4%	No
COX5BP2		6q23.3	AMP	3	571	0.5%	No
GIMAP8		7q36.1	AMP	23	571	4.0%	No
SNORD114-5		14q32.31	AMP	7	571	1.2%	No
PLEKHG1		6q25.1	HOMDEL	2	571	0.4%	No
KIR3DX1		19q13.42	AMP	11	571	1.9%	No
ARMS2		10q26.13	AMP	8	571	1.4%	No
NMU		4q12	AMP	6	571	1.1%	No
MUSK		9q31.3	AMP	1	571	0.2%	No
LINC01588		14q21.3	AMP	5	571	0.9%	No
RN7SL538P		1p31.1	AMP	6	571	1.1%	No
GABRR1		6q15	AMP	12	571	2.1%	No
IFNA4		9p21.3	HOMDEL	7	571	1.2%	No
RNU4-75P		1p21.2	AMP	9	571	1.6%	No
RAF1		3p25.2	AMP	6	571	1.1%	Yes
SWT1		1q25.3	AMP	21	571	3.7%	No
RAB43P1		16q11.2	AMP	21	571	3.7%	No
NLRC3		16p13.3	HOMDEL	1	571	0.2%	No
SDAD1P2		20p12.2	AMP	24	571	4.2%	No
BCAP31P1		16p11.2	AMP	3	571	0.5%	No
SELENOT		3q25.1	AMP	48	571	8.4%	No
TRAJ50		14q11.2	AMP	12	571	2.1%	No
LINC02023		3q26.1	AMP	77	571	13.5%	No
CELP		9q34.13	AMP	1	571	0.2%	No
RNU6-254P		12p12.3	HOMDEL	1	571	0.2%	No
PHB2P1		10q25.1	AMP	2	571	0.4%	No
POGZ		1q21.3	AMP	42	571	7.4%	No
THAP12P4		11p14.3	AMP	2	571	0.4%	No
HSP90AA2P		11p14.1	AMP	2	571	0.4%	No
NANOGP4		7p14.3	AMP	9	571	1.6%	No
DNAJC24		11p13	AMP	8	571	1.4%	No
PCLAF		15q22.31	AMP	2	571	0.4%	No
IFNA5		9p21.3	HOMDEL	8	571	1.4%	No
SDAD1P1		8p21.2	AMP	2	571	0.4%	No
H2AC3P		6p22.2	AMP	20	571	3.5%	No
RNU6-1009P		12q14.2	AMP	12	571	2.1%	No
LINC00938		12q12	HOMDEL	1	571	0.2%	No
HNMT		2q22.1	AMP	8	571	1.4%	No
SELENOS		15q26.3	AMP	9	571	1.6%	No
LINC02024		3q13.32	AMP	28	571	4.9%	No
GABRR3		3q11.2	AMP	23	571	4.0%	No
C14ORF93		14q11.2	AMP	11	571	1.9%	No
COX5BP4		11q14.1	AMP	18	571	3.2%	No
PICART1		17q21.33	HOMDEL	1	571	0.2%	No
IFNA6		9p21.3	HOMDEL	9	571	1.6%	No
LINC01586		15q26.1	AMP	4	571	0.7%	No
TRAJ51		14q11.2	AMP	12	571	2.1%	No
THAP12P5		6p24.2	AMP	22	571	3.9%	No
BCAP31P2		16p11.2	AMP	3	571	0.5%	No
RNU6-992P		21q22.12	AMP	7	571	1.2%	No
FBXW10B		17p12	AMP	1	571	0.2%	No
TTI2		8p12	AMP	3	571	0.5%	No
NANOGP3		6p12.1	AMP	19	571	3.3%	No
SNORD114-7		14q32.31	AMP	7	571	1.2%	No
LRRC34P1		12p12.1	AMP	65	571	11.4%	No
WIPF1		2q31.1	AMP	17	571	3.0%	No
GIMAP5		7q36.1	AMP	25	571	4.4%	No
SNORD114-2		14q32.31	AMP	7	571	1.2%	No
NAIF1		9q34.11	AMP	2	571	0.4%	No
GPR160P2		17q11.2	HOMDEL	1	571	0.2%	No
TRAJ52		14q11.2	AMP	12	571	2.1%	No
RN7SL863P		3p14.2	AMP	7	571	1.2%	No
SMOC2		6q27	AMP	4	571	0.7%	No
LINC02028		3q29	AMP	64	571	11.2%	No
HSF2BP		21q22.3	AMP	6	571	1.1%	No
RPL21P51		4q32.3	HOMDEL	1	571	0.2%	No
DNAJC22		12q13.12	AMP	5	571	0.9%	No
THAP12P2		3p12.1	AMP	15	571	2.6%	No
WARS2-AS1		1p12	AMP	17	571	3.0%	No
SDAD1P3		3p22.3	AMP	5	571	0.9%	No
ALDH3B2		11q13.2	AMP	9	571	1.6%	No
UBA52P8		16q12.1	AMP	12	571	2.1%	No
RN7SL553P		3p26.1	AMP	4	571	0.7%	No
PVT1		8q24.21	AMP	130	571	22.8%	No
COX5BP6		13q32.3	AMP	8	571	1.4%	No
RNU6-1180P		2q13	AMP	10	571	1.8%	No
DNAJC21		5p13.2	AMP	34	571	6.0%	No
GIMAP4		7q36.1	AMP	24	571	4.2%	No
OR2A41P		7q35	AMP	28	571	4.9%	No
LINC02029		3q25.31	AMP	40	571	7.0%	No
RNU2-5P		9q21.11	AMP	7	571	1.2%	No
AAAS		12q13.13	AMP	2	571	0.4%	No
RIPK4		21q22.3	AMP	4	571	0.7%	No
FNBP1P1		2p13.1	AMP	15	571	2.6%	No
THAP12P3		10q21.1	AMP	3	571	0.5%	No
TRAJ53		14q11.2	AMP	12	571	2.1%	No
ALDH3B1		11q13.2	AMP	10	571	1.8%	No
LINC01589		22q13.31	AMP	1	571	0.2%	No
UBA52P9		18q11.2	AMP	22	571	3.9%	No
RN7SL228P		8q24.11	AMP	91	571	15.9%	No
RNU6-682P		8p23.1	AMP	1	571	0.2%	No
SNORD114-4		14q32.31	AMP	7	571	1.2%	No
IFNA1		9p21.3	HOMDEL	12	571	2.1%	No
WIPF3		7p14.3	AMP	9	571	1.6%	No
EOMES		3p24.1	AMP	3	571	0.5%	No
RPPH1-3P		4q32.1	AMP	2	571	0.4%	No
RNU6-874P		11q24.3	HOMDEL	1	571	0.2%	No
CORO6		17q11.2	AMP	3	571	0.5%	No
RNU6-1319P		1q42.11	AMP	20	571	3.5%	No
LRRC34P2		4q12	AMP	5	571	0.9%	No
LINC02026		3q29	AMP	64	571	11.2%	No
RARRES2P4		4q35.2	HOMDEL	5	571	0.9%	No
RIPK3		14q12	AMP	6	571	1.1%	No
CHCHD3P3		1p36.11	AMP	3	571	0.5%	No
COX5BP8		1q25.2	AMP	16	571	2.8%	No
GIMAP7		7q36.1	AMP	23	571	4.0%	No
SNORD114-3		14q32.31	AMP	7	571	1.2%	No
RNU4-90P		5q14.3	AMP	1	571	0.2%	No
GIMAP6		7q36.1	AMP	25	571	4.4%	No
IFNA2		9p21.3	HOMDEL	12	571	2.1%	No
TRAJ54		14q11.2	AMP	12	571	2.1%	No
NKX3-2		4p15.33	AMP	5	571	0.9%	No
SELENOP		5p12	AMP	24	571	4.2%	No
HKDC1		10q22.1	AMP	2	571	0.4%	No
SMOC1		14q24.1	AMP	1	571	0.2%	No
ATP6V1G1P4		10p11.21	HOMDEL	1	571	0.2%	No
LINC02027		3p12.2	AMP	10	571	1.8%	No
RIPK2		8q21.3	AMP	29	571	5.1%	No
COX5BP7		22q13.1	AMP	5	571	0.9%	No
CORO7		16p13.3	AMP	7	571	1.2%	No
WIPF2		17q21.2	AMP	4	571	0.7%	No
SDAD1P4		13q12.12	AMP	4	571	0.7%	No
FOSB		19q13.32	AMP	10	571	1.8%	No
CLC		19q13.2	AMP	57	571	10.0%	No
FHIT		3p14.2	AMP	4	571	0.7%	Yes
ORAI3		16p11.2	AMP	2	571	0.4%	No
TNFRSF4		1p36.33	AMP	11	571	1.9%	No
UBA52P4		3p22	AMP	3	571	0.5%	No
COPS4		4q21.22	AMP	1	571	0.2%	No
ADRB3		8p11.23	AMP	16	571	2.8%	No
H2AZP7		8q23.3	AMP	82	571	14.4%	No
LPCAT3		12p13.31	AMP	45	571	7.9%	No
PCAT18		18q11.2	AMP	23	571	4.0%	No
BAZ2A		12q13.3	AMP	9	571	1.6%	No
UBXN8		8p12	HOMDEL	1	571	0.2%	No
MED4		13q14.2	AMP	4	571	0.7%	No
OR7E110P		10p13	AMP	18	571	3.2%	No
USP18		22q11.21	AMP	6	571	1.1%	No
RNU7-51P		14q31.1	AMP	3	571	0.5%	No
CLEC12A-AS1		12p13.31	AMP	47	571	8.2%	No
IFT74-AS1		9p21.2	HOMDEL	3	571	0.5%	No
HORMAD1		1q21.3	AMP	48	571	8.4%	No
ORAI2		7q22.1	AMP	13	571	2.3%	No
LINC00963		9q34.11	HOMDEL	1	571	0.2%	No
TBC1D28		17p11.2	HOMDEL	1	571	0.2%	No
AOX2P		2q33.1	AMP	16	571	2.8%	No
RNU2-4P		17q21.31	AMP	2	571	0.4%	No
MECR		1p35.3	AMP	5	571	0.9%	No
UBA52P5		8q24.13	AMP	101	571	17.7%	No
H2AZP6		22q12.2	AMP	7	571	1.2%	No
RNU6-169P		2q32.3	AMP	17	571	3.0%	No
ZCCHC10P1		3q26.33	AMP	77	571	13.5%	No
TSNARE1		8q24.3	AMP	107	571	18.7%	No
RNU6-833P		10q22.2	AMP	7	571	1.2%	No
HYAL4		7q31.32	AMP	18	571	3.2%	No
NEK2P4		2q21.1	AMP	5	571	0.9%	No
DNM1P49		15q24.2	AMP	4	571	0.7%	No
IGLCOR22-1		22q12.2-q12.3	HOMDEL	1	571	0.2%	No
MED6		14q24.2	AMP	1	571	0.2%	No
RNU6-789P		3q22.3	AMP	27	571	4.7%	No
IL17RB		3p21.1	AMP	5	571	0.9%	No
PXMP4		20q11.22	AMP	39	571	6.8%	No
ORAI1		12q24.31	AMP	7	571	1.2%	No
TUBE1		6q21	AMP	5	571	0.9%	No
MYADML2		17q25.3	AMP	13	571	2.3%	No
UBA52P6		9p21.3	AMP	9	571	1.6%	No
OR4Q1P		15q11.2	HOMDEL	2	571	0.4%	No
GREM1		15q13.3	AMP	1	571	0.2%	Yes
TUBA3GP		22q11.21	AMP	9	571	1.6%	No
RASSF10		11p15.2	AMP	2	571	0.4%	No
BRAF		7q34	AMP	27	571	4.7%	Yes
IL17RA		22q11.1	AMP	6	571	1.1%	No
PRTFDC1		10p12.1	AMP	20	571	3.5%	No
WDR70P1		3q25.1	AMP	54	571	9.5%	No
LPCAT1		5p15.33	AMP	40	571	7.0%	No
RPS26P28		5p15.1	HOMDEL	1	571	0.2%	No
AICDA		12p13.31	AMP	44	571	7.7%	No
RNU6-906P		6q21	HOMDEL	1	571	0.2%	No
LINC01559		12p13.1	AMP	43	571	7.5%	No
PPID		4q32.1	HOMDEL	1	571	0.2%	No
CHSY3		5q23.3	AMP	1	571	0.2%	No
DLEU7		13q14.3	AMP	4	571	0.7%	No
UBA52P7		12q24.21	AMP	5	571	0.9%	No
IRS3P		7q22.1	AMP	13	571	2.3%	No
USP19		3p21.31	AMP	3	571	0.5%	No
RNU6-523P		10q21.3	AMP	3	571	0.5%	No
CNGB3		8q21.3	AMP	30	571	5.3%	No
DLEU2		13q14.2	AMP	4	571	0.7%	No
GAREM1		18q12.1	AMP	21	571	3.7%	No
DNM1P47		15q26.3	AMP	9	571	1.6%	No
SLC25A39P1		1q32.1	AMP	20	571	3.5%	No
PXMP2		12q24.33	AMP	2	571	0.4%	No
FGF17		8p21.3	HOMDEL	1	571	0.2%	No
HYAL1		3p21.31	AMP	5	571	0.9%	No
MED8		1p34.2	AMP	27	571	4.7%	No
USP15		12q14.1	AMP	9	571	1.6%	No
CEBPB-AS1		20q13.13	AMP	47	571	8.2%	No
TNFRSF8		1p36.22	AMP	5	571	0.9%	No
NAPRT		8q24.3	AMP	109	571	19.1%	No
EFR3A		8q24.22	AMP	114	571	20.0%	No
IL17RC		3p25.3	AMP	7	571	1.2%	No
IGLV4-60		22q11.22	HOMDEL	2	571	0.4%	No
RN7SL384P		10q25.3	AMP	4	571	0.7%	No
LINC02961		1q42.3	AMP	31	571	5.4%	No
CCDC177		14q24.1	AMP	2	571	0.4%	No
EMP3		19q13.33	AMP	6	571	1.1%	No
EWSR1		22q12.2	AMP	7	571	1.2%	Yes
MED7		5q33.3	AMP	2	571	0.4%	No
DNM1P46		15q26.3	AMP	10	571	1.8%	No
C20ORF181		20q13.33	AMP	63	571	11.0%	No
USP14		18p11.32	AMP	11	571	1.9%	No
GREM2		1q43	AMP	31	571	5.4%	No
OR7E93P		3q21.2	AMP	20	571	3.5%	No
AACS		12q24.31	AMP	4	571	0.7%	No
PCAT14		22q11.23	AMP	5	571	0.9%	No
CNGB1		16q21	AMP	1	571	0.2%	No
CRKL		22q11.21	AMP	9	571	1.6%	Yes
RNU6-213P		16p13.11	AMP	9	571	1.6%	No
SLC37A3		7q34	HOMDEL	1	571	0.2%	No
TNFRSF9		1p36.23	AMP	10	571	1.8%	No
CCDC179		11p14.3	AMP	2	571	0.4%	No
RNU7-169P		12q24.11	AMP	3	571	0.5%	No
HYAL3		3p21.31	AMP	5	571	0.9%	No
SLCO1B1		12p12.1	AMP	65	571	11.4%	No
IL17RE		3p25.3	AMP	7	571	1.2%	No
RABGAP1L-IT1		1q25.1	AMP	14	571	2.5%	No
RTEL1-TNFRSF6B		20q13.33	AMP	61	571	10.7%	No
SLC25A39P2		12p13.2	AMP	47	571	8.2%	No
RNU6-479P		4q35.1	AMP	2	571	0.4%	No
USP16		21q21.3	AMP	7	571	1.2%	No
GAREM2		2p23.3	AMP	11	571	1.9%	No
HYAL2		3p21.31	AMP	5	571	0.9%	No
GPLD1		6p22.3	AMP	22	571	3.9%	No
POU4F1		13q31.1	HOMDEL	2	571	0.4%	No
CCDC178		18q12.1	AMP	18	571	3.2%	No
IL17RD		3p14.3	AMP	7	571	1.2%	No
LINC02960		14q32.11	AMP	3	571	0.5%	No
RN7SL369P		14q24.1	AMP	3	571	0.5%	No
FBXW9		19p13.13	AMP	52	571	9.1%	No
TNFAIP8L1		19p13.3	AMP	2	571	0.4%	No
RPL23AP85		1p32.2	AMP	8	571	1.4%	No
TULP3P1		13q32.1	AMP	7	571	1.2%	No
RN7SL22P		9p13.3	AMP	8	571	1.4%	No
DSG1-AS1		18q12.1	AMP	21	571	3.7%	No
RABGAP1L-DT		1q25.1	AMP	14	571	2.5%	No
TERT		5p15.33	AMP	43	571	7.5%	Yes
WIPI1		17q24.2	AMP	4	571	0.7%	No
NBEAP6		14q11.2	AMP	62	571	10.9%	No
IFNWP18		9p21.3	HOMDEL	8	571	1.4%	No
IGHVII-30-1		14q32.33	AMP	51	571	8.9%	No
SLCO1B3		12p12.2	AMP	68	571	11.9%	No
ARHGEF10		8p23.3	AMP	1	571	0.2%	No
YBX1P9		1q42.12	AMP	21	571	3.7%	No
LINC01708		1p21.2	AMP	9	571	1.6%	No
RPL23P10		8p12	AMP	9	571	1.6%	No
FN1-DT		2q35	AMP	8	571	1.4%	No
CD53		1p13.3	AMP	8	571	1.4%	No
CCT3		1q22	AMP	22	571	3.9%	No
LINC01553		10q21.2	AMP	5	571	0.9%	No
SLC7A8		14q11.2	AMP	10	571	1.8%	No
LYAR		4p16.3	AMP	9	571	1.6%	No
CLASRP		19q13.32	AMP	12	571	2.1%	No
